First paint
873
479
462
515
478
467
454
485
473
453
461
451
488
450
438
468
408
467
482
439
491
439
478
471
469
448
483
618
469
451
486
429
452
446
421
450
489
443
472
480
444
490
440
460
453
435
416
454
453
434
